-3.141592654	-3.141592654	-100.25833
-3.141592654	-3.036872899	-100.24970
-3.141592654	-2.932153144	-100.24110
-3.141592654	-2.827433389	-100.23253
-3.141592654	-2.7227136339999998	-100.22399
-3.141592654	-2.6179938789999997	-100.21548
-3.141592654	-2.5132741239999996	-100.20701
-3.141592654	-2.4085543689999995	-100.19857
-3.141592654	-2.3038346139999994	-100.19016
-3.141592654	-2.1991148589999994	-100.18178
-3.141592654	-2.0943951039999993	-100.17344
-3.141592654	-1.9896753489999992	-100.16513
-3.141592654	-1.8849555939999991	-100.15685
-3.141592654	-1.780235838999999	-100.14860
-3.141592654	-1.675516083999999	-100.14039
-3.141592654	-1.5707963289999989	-100.13221
-3.141592654	-1.4660765739999988	-100.12406
-3.141592654	-1.3613568189999987	-100.11595
-3.141592654	-1.2566370639999986	-100.10786
-3.141592654	-1.1519173089999986	-100.09982
-3.141592654	-1.0471975539999985	-100.09180
-3.141592654	-0.9424777989999985	-100.08382
-3.141592654	-0.8377580439999985	-100.07587
-3.141592654	-0.7330382889999986	-100.06796
-3.141592654	-0.6283185339999986	-100.06008
-3.141592654	-0.5235987789999986	-100.05223
-3.141592654	-0.41887902399999866	-100.04442
-3.141592654	-0.3141592689999987	-100.03664
-3.141592654	-0.2094395139999987	-100.02890
-3.141592654	-0.10471975899999869	-100.02119
-3.141592654	-3.999998693382523E-9	-97.15138
-3.141592654	0.1047197510000013	-97.14624
-3.141592654	0.2094395060000013	-97.14114
-3.141592654	0.3141592610000013	-97.13607
-3.141592654	0.4188790160000013	-97.13103
-3.141592654	0.5235987710000013	-97.12602
-3.141592654	0.6283185260000013	-97.12104
-3.141592654	0.7330382810000012	-97.11609
-3.141592654	0.8377580360000012	-97.11118
-3.141592654	0.9424777910000012	-97.10629
-3.141592654	1.0471975460000011	-97.10144
-3.141592654	1.1519173010000012	-97.09662
-3.141592654	1.2566370560000013	-97.09184
-3.141592654	1.3613568110000014	-97.08708
-3.141592654	1.4660765660000015	-97.08236
-3.141592654	1.5707963210000015	-97.07767
-3.141592654	1.6755160760000016	-97.07301
-3.141592654	1.7802358310000017	-97.06838
-3.141592654	1.8849555860000018	-97.06379
-3.141592654	1.9896753410000019	-97.05923
-3.141592654	2.0943950960000017	-97.05470
-3.141592654	2.199114851000002	-97.05021
-3.141592654	2.303834606000002	-97.04575
-3.141592654	2.408554361000002	-97.04132
-3.141592654	2.513274116000002	-97.03693
-3.141592654	2.617993871000002	-97.03257
-3.141592654	2.722713626000002	-97.02825
-3.141592654	2.8274333810000023	-97.02396
-3.141592654	2.9321531360000024	-97.01970
-3.141592654	3.0368728910000025	-97.01548
-3.141592654	3.1415926460000025	-97.01129
-3.036872899	-3.141592654	-100.25310
-3.036872899	-3.036872899	-100.24447
-3.036872899	-2.932153144	-100.23587
-3.036872899	-2.827433389	-100.22730
-3.036872899	-2.7227136339999998	-100.21876
-3.036872899	-2.6179938789999997	-100.21025
-3.036872899	-2.5132741239999996	-100.20177
-3.036872899	-2.4085543689999995	-100.19333
-3.036872899	-2.3038346139999994	-100.18492
-3.036872899	-2.1991148589999994	-100.17654
-3.036872899	-2.0943951039999993	-100.16820
-3.036872899	-1.9896753489999992	-100.15988
-3.036872899	-1.8849555939999991	-100.15160
-3.036872899	-1.780235838999999	-100.14336
-3.036872899	-1.675516083999999	-100.13514
-3.036872899	-1.5707963289999989	-100.12696
